id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
98676-24,2024-03-22,22873987,Чинний,2024-03-22,2029-03-21,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,10.7,1.27,13.589,UA80000000000210193,Дарницький
98694-24,2024-03-14,44356000,Чинний,2024-03-14,2029-03-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.26,0.67,3.5242,UA80000000000210193,Дарницький
98693-24,2024-03-14,44356000,Чинний,2024-03-14,2029-03-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.2,0.67,3.484,UA80000000000210193,Дарницький
98692-24,2024-03-14,44356000,Чинний,2024-03-14,2029-03-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.3,0.67,3.551,UA80000000000210193,Дарницький
98680-24,2024-03-22,37244754,Чинний,2024-03-22,2029-03-21,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.9,0.8,1.44,UA80000000000210193,Дарницький
98679-24,2024-05-20,42833132,Чинний,2024-05-20,2029-05-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.33,0.7,2.331,UA80000000000336424,Деснянський
98695-24,2024-03-22,43059576,Чинний,2024-03-22,2029-03-21,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.642,2.775,10.1066,UA80000000000719633,Подільський
99448-24,2024-06-07,44746230,Чинний,2024-06-07,2029-06-06,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.85,1.75,2.975,UA80000000000624772,Печерський
100353-24,2024-10-28,41130363,Чинний,2024-10-28,2029-10-27,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.42,1.15,3.933,UA80000000000210193,Дарницький
101424-24,2025-02-12,14282829,Чинний,2025-02-12,2030-02-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.6,0.894,0.5364,UA80000000000479391,Дніпровський
101422-24,2025-01-30,41090698,Чинний,2025-01-30,2030-01-29,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.983,1.512,9.0463,UA80000000000126643,Голосіївський
97710-23,2023-12-27,44588078,Чинний,2023-12-27,2028-12-26,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.0,1.62,2.6244,UA80000000000126643,Голосіївський
97709-23,2023-12-05,39845499,Чинний,2023-12-05,2028-12-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.035,0.45,1.3658,UA80000000000210193,Дарницький
97722-23,2023-11-15,32000038,Чинний,2023-11-15,2028-11-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.9,0.8,5.52,UA80000000001078669,Шевченківський
97723-23,2023-11-15,32000038,Чинний,2023-11-15,2028-11-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,0.867,2.1675,UA80000000001078669,Шевченківський
98729-24,2024-05-24,40347584,Чинний,2024-05-24,2029-05-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.0,1.0,9.0,UA80000000000210193,Дарницький
98707-24,2024-04-25,32007740,Чинний,2024-04-25,2029-04-24,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.13,1.0,4.13,UA80000000000624772,Печерський
98706-24,2024-04-25,32007740,Чинний,2024-04-25,2029-04-24,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.15,1.0,5.15,UA80000000000624772,Печерський
98674-24,2024-04-18,32007740,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.32,0.7,3.724,UA80000000001078669,Шевченківський
99455-24,2024-05-15,43292491,Чинний,2024-05-15,2029-05-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.7,1.826,3.1042,UA80000000000980793,Солом'янський
99456-24,2024-05-15,43292491,Чинний,2024-05-15,2029-05-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,10.627,1.295,13.762,UA80000000000980793,Солом'янський
99395-24,2024-09-13,45143596,Чинний,2024-09-13,2029-09-12,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.45,0.45,0.405,UA80000000000126643,Голосіївський
101038-24,2024-12-30,38095544,Чинний,2024-12-30,2029-12-29,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.855,0.605,2.3323,UA80000000000336424,Деснянський
101047-24,2024-11-25,22873987,Чинний,2024-11-25,2029-11-24,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.975,0.675,2.0081,UA80000000000336424,Деснянський
97737-23,2023-12-20,44753782,Чинний,2023-12-20,2028-12-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.525,0.142,0.2166,UA80000000000719633,Подільський
97738-23,2023-12-08,44415170,Чинний,2023-12-08,2028-12-07,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.49,0.73,4.7377,UA80000000000126643,Голосіївський
97718-23,2023-12-20,36962487,Чинний,2023-12-20,2028-12-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.494,1.249,9.36,UA80000000000336424,Деснянський
97739-23,2023-11-15,38321216,Чинний,2023-11-15,2028-11-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.9,1.2,3.48,UA80000000000126643,Голосіївський
101051-24,2024-12-06,37833319,Чинний,2024-12-06,2029-12-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,0.95,5.7,UA80000000000479391,Дніпровський
101048-24,2024-12-06,37226619,Чинний,2024-12-06,2029-12-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.4,0.7,4.48,UA80000000000210193,Дарницький
97619-23,2023-12-04,41199650,Чинний,2023-12-04,2028-12-03,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.82,0.9,3.438,UA80000000001078669,Шевченківський
97599-23,2023-12-06,30487219,Чинний,2023-12-06,2028-12-05,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000336424,Деснянський
97600-23,2023-12-06,30487219,Чинний,2023-12-06,2028-12-05,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000336424,Деснянський
94624-23,2023-07-27,42999368,Чинний,2023-07-27,2028-07-26,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,10.0,1.0,10.0,UA80000000000126643,Голосіївський
99108-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99096-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99098-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99095-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99094-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99730-24,2024-07-09,31982734,Чинний,2024-07-09,2029-07-08,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.1,0.97,2.037,UA80000000001078669,Шевченківський
99749-24,2024-06-18,31982734,Чинний,2024-06-18,2029-06-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.5,1.0,4.5,UA80000000000126643,Голосіївський
99718-24,2024-08-08,43984567,Чинний,2024-08-08,2029-08-07,Конструкція на даху будинку (будівлі),1.0,5.969,2.0,11.938,UA80000000000980793,Солом'янський
99744-24,2024-09-11,42732514,Чинний,2024-09-11,2029-09-10,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.86,0.79,2.2594,UA80000000000126643,Голосіївський
95157-23,2023-11-02,45108022,Чинний,2023-11-02,2028-11-01,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.7,0.98,UA80000000000624772,Печерський
