id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
72445-19,2019-07-24,35791225,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.01,1.5,1.515,UA80000000000126643,Голосіївський
72443-19,2019-08-28,20953647,Чинний,2019-08-28,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.99,1.386,UA80000000000624772,Печерський
74560-19,2019-12-28,41782915,Чинний,2019-12-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.51,0.554,0.2825,UA80000000000624772,Печерський
74561-19,2019-12-05,37080867,Чинний,2019-12-05,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,2.0,4.0,UA80000000000980793,Солом'янський
74573-19,2020-01-10,34709124,Чинний,2020-01-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.85,0.7,1.295,UA80000000001078669,Шевченківський
74564-19,2020-03-11,36676944,Чинний,2020-03-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.93,0.903,5.3548,UA80000000000980793,Солом'янський
76940-20,2020-08-17,3121566,Чинний,2020-08-17,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.9,3.43,3.087,UA80000000000126643,Голосіївський
76941-20,2020-08-17,3121566,Чинний,2020-08-17,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.9,3.43,3.087,UA80000000000126643,Голосіївський
76964-20,2020-07-10,24726322,Чинний,2020-07-10,2026-02-04,Відеоекран на фасаді будинку,1.0,30.0,1.2,36.0,UA80000000000551439,Оболонський
76942-20,2020-08-10,31088022,Чинний,2020-08-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,1.9,9.12,UA80000000000624772,Печерський
76943-20,2020-08-10,31088022,Чинний,2020-08-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,1.4,2.8,UA80000000000624772,Печерський
76962-20,2020-08-28,34385805,Чинний,2020-08-28,2026-02-04,"Об`ємно-просторова конструкція індивідуального дизайнерського рішення, що стоїть окремо",1.0,11.0,3.0,33.0,UA80000000000126643,Голосіївський
77541-20,2020-11-23,37922548,Чинний,2020-11-23,2025-11-22,"Щит, що стоїть окремо",1.0,6.0,3.0,18.0,UA80000000000479391,Дніпровський
77339-20,2020-10-19,41747891,Чинний,2020-10-19,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.28,0.65,1.482,UA80000000000210193,Дарницький
77340-20,2020-12-22,41747891,Чинний,2020-12-22,2025-12-21,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.7,0.77,2.079,UA80000000000210193,Дарницький
73391-19,2024-11-05,31723303,Чинний,2025-02-10,2030-02-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.359,0.471,2.5241,UA80000000000210193,Дарницький
73392-19,2019-12-05,38242150,Чинний,2019-12-05,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.409,1.726,1.4119,UA80000000000624772,Печерський
74569-19,2020-03-25,41744911,Чинний,2020-03-25,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.0,1.13,5.65,UA80000000000336424,Деснянський
76328-20,2020-07-16,9322277,Чинний,2020-07-16,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.75,0.9,11.475,UA80000000000210193,Дарницький
77380-20,2020-12-22,39147184,Чинний,2020-12-22,2025-12-21,"Банер, панно на фасаді будинку (будівлі)",1.0,19.0,6.0,114.0,UA80000000000719633,Подільський
73403-19,2019-12-10,32183781,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,16.853,1.0,16.853,UA80000000000336424,Деснянський
73375-19,2019-12-17,31305004,Чинний,2019-12-17,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.8,2.5,2.0,UA80000000000551439,Оболонський
73376-19,2019-12-06,31305004,Чинний,2019-12-06,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.8,2.5,2.0,UA80000000000551439,Оболонський
73377-19,2020-01-24,31305004,Чинний,2020-01-24,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.8,2.5,2.0,UA80000000000551439,Оболонський
73378-19,2019-12-06,31305004,Чинний,2019-12-06,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.8,2.5,2.0,UA80000000000551439,Оболонський
73379-19,2019-12-06,31305004,Чинний,2019-12-06,2026-02-04,"Прапор, прапорець, який використовується як рекламоносій, що стоїть окремо до 5 кв.м.",1.0,0.8,2.5,2.0,UA80000000000551439,Оболонський
73380-19,2019-12-06,31305004,Чинний,2019-12-06,2026-02-04,"Пілон (стела), що стоїть окремо",2.0,2.106,1.96,8.2555,UA80000000000551439,Оболонський
77289-20-П-1,2020-10-23,33344527,Чинний,2020-10-23,2026-02-04,"Щит, що стоїть окремо",2.0,6.0,3.0,36.0,UA80000000001078669,Шевченківський
73531-19,2019-12-06,34709124,Чинний,2019-12-06,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.73,1.022,UA80000000000875983,Святошинський
76496-20,2020-06-15,31240623,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.66,1.39,17.5974,UA80000000000551439,Оболонський
76497-20,2020-06-15,31240623,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.53,1.06,7.9818,UA80000000000551439,Оболонський
76498-20,2020-06-15,31240623,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.03,0.77,6.9531,UA80000000000551439,Оболонський
76504-20,2020-06-15,31240623,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.03,1.27,11.4681,UA80000000000551439,Оболонський
76503-20,2020-06-15,31240623,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.42,0.97,4.2874,UA80000000000551439,Оболонський
76541-20,2020-07-30,40865691,Чинний,2020-07-30,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.25,0.36,0.45,UA80000000000719633,Подільський
76539-20,2020-07-30,40865691,Чинний,2020-07-30,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.25,0.36,0.45,UA80000000000719633,Подільський
76542-20,2020-09-22,40865691,Чинний,2020-09-22,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.04,0.35,0.364,UA80000000000624772,Печерський
76543-20,2020-09-22,40865691,Чинний,2020-09-22,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.19,0.35,0.4165,UA80000000000624772,Печерський
76544-20,2020-06-26,41135005,Чинний,2020-06-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.02,1.31,9.1962,UA80000000000210193,Дарницький
76545-20,2020-06-26,41135005,Чинний,2020-06-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.02,1.31,9.1962,UA80000000000210193,Дарницький
76537-20,2020-06-15,24378476,Чинний,2020-06-15,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.5,1.0,4.5,UA80000000000210193,Дарницький
71953-19,2025-08-20,30487219,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.7,0.69,2.553,UA80000000000551439,Оболонський
71979-19,2019-06-21,36862747,Чинний,2019-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.8,2.4,UA80000000000479391,Дніпровський
71981-19,2019-07-24,38403293,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,11.04,1.15,12.696,UA80000000000336424,Деснянський
71982-19,2019-07-02,30860173,Чинний,2019-07-02,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.2,4.8,UA80000000000980793,Солом'янський
71968-19,2019-07-02,30860173,Чинний,2019-07-02,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.2,4.8,UA80000000000980793,Солом'янський
72788-19,2019-08-07,5414775,Чинний,2019-08-07,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.25,0.18,0.225,UA80000000000126643,Голосіївський
72772-19,2019-10-03,33549639,Чинний,2019-10-03,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.5,0.335,0.5025,UA80000000000719633,Подільський
72787-19,2019-08-28,42747358,Чинний,2019-08-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.35,0.62,2.077,UA80000000000624772,Печерський
72786-19,2019-08-28,42747358,Чинний,2019-08-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.6,0.64,1.024,UA80000000000624772,Печерський
73994-19,2019-12-24,42739609,Чинний,2019-12-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.4,1.17,6.318,UA80000000000210193,Дарницький
73995-19,2025-07-14,30487219,Чинний,2026-01-01,2030-12-31,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,2.0,4.0,UA80000000000551439,Оболонський
73996-19,2025-08-20,30487219,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.5,1.5,2.25,UA80000000000551439,Оболонський
73997-19,2019-12-13,34895875,Чинний,2019-12-13,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.36,1.18,5.1448,UA80000000000210193,Дарницький
73981-19,2019-12-10,36573135,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.21,0.395,3.638,UA80000000000126643,Голосіївський
71658-19,2019-05-28,31305675,Чинний,2019-05-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.55,0.78,5.109,UA80000000000126643,Голосіївський
71657-19,2019-06-04,31305675,Чинний,2019-06-04,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.55,0.78,5.109,UA80000000000126643,Голосіївський
71985-19,2024-09-10,30982361,Чинний,2025-02-10,2030-02-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,14.3,2.2,31.46,UA80000000000551439,Оболонський
71986-19,2019-06-21,22919880,Чинний,2019-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.64,2.0,13.28,UA80000000000624772,Печерський
72916-19,2024-04-24,23744453,Чинний,2024-07-24,2029-07-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.5,0.6,3.3,UA80000000000210193,Дарницький
72863-19,2024-04-24,23744453,Чинний,2024-07-24,2029-07-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.914,0.8,0.7312,UA80000000000210193,Дарницький
75436-19,2020-05-29,40982829,Чинний,2020-05-29,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.6,3.9,21.84,UA80000000000479391,Дніпровський
70490-18,2019-01-31,19356610,Чинний,2019-01-31,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.3,0.82,4.346,UA80000000000479391,Дніпровський
70180-18,2019-02-26,24922483,Чинний,2019-02-26,2026-02-04,"Пілон (стела), що стоїть окремо",2.0,3.0,1.5,9.0,UA80000000000551439,Оболонський
72078-19,2019-06-12,32799279,Чинний,2019-06-12,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.75,0.8,3.0,UA80000000000126643,Голосіївський
72086-19,2024-05-14,32799279,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.6,0.8,3.68,UA80000000000126643,Голосіївський
72084-19,2019-06-12,35442481,Чинний,2019-06-12,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.4,2.33,5.592,UA80000000000719633,Подільський
73016-19,2019-08-30,480862,Чинний,2019-08-30,2026-02-04,Конструкція на даху будинку (будівлі),1.0,11.1,2.0,22.2,UA80000000001078669,Шевченківський
72992-19,2024-08-07,21509937,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.0,0.6,7.2,UA80000000000875983,Святошинський
72990-19,2019-08-12,21509937,Чинний,2019-08-12,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.6,1.8,UA80000000000875983,Святошинський
72991-19,2024-08-07,21509937,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,0.6,3.6,UA80000000000875983,Святошинський
73017-19,2024-08-07,3358529,Чинний,2024-08-28,2029-08-27,Конструкція на даху будинку (будівлі),1.0,6.39,1.135,7.2527,UA80000000000126643,Голосіївський
73020-19,2024-08-07,3358529,Чинний,2024-08-28,2029-08-27,Конструкція на даху будинку (будівлі),1.0,21.41,1.135,24.3004,UA80000000000126643,Голосіївський
70122-18,2019-02-05,32828970,Чинний,2019-02-05,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.8,0.72,1.152,UA80000000000719633,Подільський
70172-18,2019-06-21,40306223,Чинний,2019-06-21,2026-02-04,"Пілон (стела), що стоїть окремо",2.0,1.5,3.0,9.0,UA80000000000479391,Дніпровський
70110-18,2019-04-24,14282829,Чинний,2019-04-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.815,0.8,2.252,UA80000000000875983,Святошинський
70111-18,2019-04-24,14282829,Чинний,2019-04-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.815,0.8,2.252,UA80000000000875983,Святошинський
70112-18,2019-04-24,14282829,Чинний,2019-04-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.815,0.8,2.252,UA80000000000875983,Святошинський
70153-18,2019-01-21,32490244,Чинний,2019-01-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.4,2.8,26.32,UA80000000000551439,Оболонський
70159-18,2019-01-21,32490244,Чинний,2019-01-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,10.6,2.8,29.68,UA80000000000551439,Оболонський
69645-18,2019-01-02,32243798,Чинний,2019-01-02,2026-02-04,Конструкція на даху будинку (будівлі),1.0,9.9,1.1,10.89,UA80000000000210193,Дарницький
69595-18,2019-01-21,41799489,Чинний,2019-01-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.83,0.65,1.1895,UA80000000000719633,Подільський
69627-18,2023-10-11,14313010,Чинний,2023-12-20,2028-12-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,5.9,28.32,UA80000000000980793,Солом'янський
69644-18,2018-12-18,40205521,Чинний,2018-12-18,2026-02-04,"Банер, панно на фасаді будинку (будівлі) та/або будівельних риштуваннях",1.0,38.5,1.7,65.45,UA80000000000126643,Голосіївський
69643-18,2018-12-18,40205521,Чинний,2018-12-18,2026-02-04,"Банер, панно на фасаді будинку (будівлі) та/або будівельних риштуваннях",1.0,34.0,1.7,57.8,UA80000000000126643,Голосіївський
70453-18,2019-02-11,33402489,Чинний,2019-02-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.5,0.8,2.8,UA80000000000336424,Деснянський
71829-19,2019-08-07,9322277,Чинний,2019-08-07,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.6,0.9,12.24,UA80000000000980793,Солом'янський
73177-19,2019-12-21,38707225,Чинний,2019-12-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.04,1.125,4.545,UA80000000000210193,Дарницький
73181-19,2020-01-10,21133352,Чинний,2020-01-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.99,0.3,0.897,UA80000000000126643,Голосіївський
73182-19,2020-01-10,14305909,Чинний,2020-01-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.0,0.642,4.494,UA80000000001078669,Шевченківський
76518-20,2020-09-17,31282375,Чинний,2020-09-17,2026-02-04,"Щит, що стоїть окремо (призматрон)",2.0,6.0,3.0,36.0,UA80000000000875983,Святошинський
76550-20,2020-06-18,25030516,Чинний,2020-06-18,2026-02-04,Конструкція на даху будинку (будівлі),1.0,7.12,2.63,18.7256,UA80000000000210193,Дарницький
69777-18,2018-12-19,30607776,Чинний,2018-12-19,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.85,0.9,3.465,UA80000000000126643,Голосіївський
69778-18,2018-12-19,30607776,Чинний,2018-12-19,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.85,0.9,3.465,UA80000000000126643,Голосіївський
69767-18,2019-04-08,32921934,Чинний,2019-04-08,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.9,1.2,2.16,UA80000000001078669,Шевченківський
69768-18,2019-01-31,40948400,Чинний,2019-01-31,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.0,1.2,9.6,UA80000000000980793,Солом'янський
69773-18,2019-04-08,39013677,Чинний,2019-04-08,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.7,0.98,UA80000000000719633,Подільський
69780-18,2019-01-10,40922953,Чинний,2019-01-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.6,0.9,3.24,UA80000000000980793,Солом'янський
70477-18,2019-02-07,35241463,Чинний,2019-02-07,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.65,1.46,8.249,UA80000000000126643,Голосіївський
70455-18,2019-02-26,37881624,Чинний,2019-02-26,2026-02-04,Конструкція на даху будинку (будівлі),1.0,6.073,4.0,24.292,UA80000000000479391,Дніпровський
70456-18,2019-03-20,14282829,Чинний,2019-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.79,0.36,0.2844,UA80000000000479391,Дніпровський
70457-18,2019-03-20,14282829,Чинний,2019-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.79,0.36,0.2844,UA80000000000479391,Дніпровський
70458-18,2019-03-20,14282829,Чинний,2019-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.79,0.36,0.2844,UA80000000000479391,Дніпровський
70459-18,2019-03-20,14282829,Чинний,2019-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.79,0.36,0.2844,UA80000000000479391,Дніпровський
70463-18,2019-03-20,35266336,Чинний,2019-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,11.74,1.5,17.61,UA80000000001078669,Шевченківський
70488-18,2025-07-15,30487219,Чинний,2026-01-01,2030-12-31,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,2.0,4.0,UA80000000000551439,Оболонський
70489-18,2025-08-20,30487219,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.0,1.0,1.0,UA80000000000551439,Оболонський
70497-18,2019-02-11,36197206,Чинний,2019-02-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,0.8,1.6,UA80000000000479391,Дніпровський
70531-18,2019-04-08,21133352,Чинний,2019-04-08,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.75,0.954,1.431,UA80000000000719633,Подільський
70498-18,2019-04-08,21133352,Чинний,2019-04-08,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.32,0.7,4.424,UA80000000000719633,Подільський
74064-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,1.416,1.2,1.6992,UA80000000000719633,Подільський
74083-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,1.416,1.2,1.6992,UA80000000000719633,Подільський
74076-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,0.68,1.2,0.816,UA80000000001078669,Шевченківський
74066-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,0.68,1.2,0.816,UA80000000001078669,Шевченківський
74067-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Пілон (стела), що стоїть окремо",2.0,3.0,2.415,14.49,UA80000000000479391,Дніпровський
74068-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Пілон (стела), що стоїть окремо",2.0,0.6,2.1,2.52,UA80000000000479391,Дніпровський
74084-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,1.416,1.2,1.6992,UA80000000000479391,Дніпровський
74069-19,2020-01-22,23744453,Чинний,2020-01-22,2026-02-04,"Пілон (стела), що стоїть окремо",2.0,0.6,2.1,2.52,UA80000000000479391,Дніпровський
74070-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,0.68,1.2,0.816,UA80000000000479391,Дніпровський
74086-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,1.416,1.2,1.6992,UA80000000000479391,Дніпровський
74081-19,2025-07-07,23744453,Чинний,2026-01-01,2030-12-31,"Лайтпостер, що стоїть окремо",1.0,0.68,1.2,0.816,UA80000000000479391,Дніпровський
70582-18,2025-09-17,41814357,Чинний,2026-02-05,2031-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,0.87,2.175,UA80000000000875983,Святошинський
75888-20,2020-07-10,31316718,Чинний,2020-07-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.6,0.8,2.88,UA80000000000126643,Голосіївський
75864-20,2020-04-29,42933218,Чинний,2020-04-29,2026-02-04,Конструкція на даху будинку (будівлі),1.0,14.6,1.24,18.104,UA80000000000210193,Дарницький
75844-20,2020-04-10,41135005,Чинний,2020-04-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.6,0.65,2.99,UA80000000000624772,Печерський
75845-20,2020-03-20,34709124,Чинний,2020-03-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.123,0.85,1.8046,UA80000000001078669,Шевченківський
75878-20,2020-05-20,38707225,Чинний,2020-05-20,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,1.2,3.0,UA80000000000336424,Деснянський
70589-18,2019-04-18,41799489,Чинний,2019-04-18,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.961,1.015,3.0054,UA80000000000719633,Подільський
70604-18,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (брендування),6.0,1.2,1.8,12.96,UA80000000000624772,Печерський
70605-18,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
72028-19,2024-03-28,35507077,Чинний,2024-06-12,2029-06-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.6,0.6,0.36,UA80000000000719633,Подільський
73313-19,2024-04-24,36203680,Чинний,2024-09-17,2029-09-16,"Банер, панно на фасаді будинку (будівлі) та/або будівельних риштуваннях",1.0,21.9,14.2,310.98,UA80000000000624772,Печерський
73338-19,2019-12-06,9807750,Чинний,2019-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.6,1.0,2.6,UA80000000000126643,Голосіївський
73331-19,2019-12-06,9807750,Чинний,2019-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.105,1.0,6.105,UA80000000000126643,Голосіївський
70155-18,2019-02-14,14361575,Чинний,2019-02-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.23,0.9,1.107,UA80000000000479391,Дніпровський
70157-18,2019-01-31,14361575,Чинний,2019-01-31,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.23,0.9,1.107,UA80000000000210193,Дарницький
73339-19,2019-12-10,37245135,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.966,0.55,7.1313,UA80000000000551439,Оболонський
73340-19,2019-12-10,37245135,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.118,0.55,1.1649,UA80000000000551439,Оболонський
73333-19,2020-01-03,37245135,Чинний,2020-01-03,2026-02-04,Конструкція на даху будинку (будівлі),1.0,1.945,0.323,0.6282,UA80000000000551439,Оболонський
73329-19-П-1,2019-10-09,33344527,Чинний,2019-10-09,2026-02-04,"Щит, що стоїть окремо",2.0,6.0,3.0,36.0,UA80000000000980793,Солом'янський
73359-19,2024-05-14,31982734,Чинний,2024-09-04,2029-09-03,Лайтпостер на фасаді будинку (будівлі),1.0,1.2,1.8,2.16,UA80000000000336424,Деснянський
73363-19,2024-05-14,31982734,Чинний,2024-09-04,2029-09-03,Лайтпостер на фасаді будинку (будівлі),1.0,1.2,1.8,2.16,UA80000000000336424,Деснянський
73360-19,2024-05-14,31982734,Чинний,2024-09-04,2029-09-03,Лайтпостер на фасаді будинку (будівлі),1.0,1.2,1.8,2.16,UA80000000000336424,Деснянський
73372-19,2024-08-07,31982734,Чинний,2024-09-04,2029-09-03,Лайтпостер на фасаді будинку (будівлі),1.0,1.2,1.8,2.16,UA80000000000336424,Деснянський
69529-18,2018-12-10,39016065,Чинний,2018-12-10,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.75,1.5,2.25,UA80000000000624772,Печерський
68945-18,2018-11-28,19390819,Чинний,2018-11-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,0.5,3.0,UA80000000001078669,Шевченківський
68944-18,2018-11-21,25399836,Чинний,2018-11-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.08,0.52,1.0816,UA80000000000624772,Печерський
73406-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,7.4,3.4,25.16,UA80000000000551439,Оболонський
73407-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,7.4,3.4,25.16,UA80000000000551439,Оболонський
